!专	∎
!丘	∎
!之	∎
!乌0	∎
!乐.	∎
!乐w	∎
!亞0	∎
!亞1	∎
!北.	⿰⿱一㇀丨
!北H	⿱┤㇀
!卍	∎
!卐	∎
!卬	∎
!叚	∎
!戉	∎
!斲2	∎
!斲3	∎
!毌	∎
!母	∎
!烏0	∎
!皮	∎
!睂	∎
!臼	∎
!辶.	∎
!辶H	∎
!雋	∎
!馬	∎
!黽	{1:}⿻⿺乚丨!黽0
!黽0	∎
!黽1	∎
!龍	∎
!龜0	∎
!𠀀.	∎
!𠀀T	∎
!𠀟	∎
!𠁁0	∎
!𠁁1	∎
!𠁾	∎
!𠂂	∎
!𠂔.	∎
!𠂔h	∎
!𠃛	∎
!𠌆	∎
!𠥓	∎
!𠦁	∎
!𠬝	∎
!𢩺	∎
HT	⿱艹H嘉
𧆆T	⿱艹H⿰示.龠.
𧆊T	⿱艹H鱉H
𧆋	⿱艹H𤓉
𧆌	⿱艹.齏.
𧆍T	⿳艹H吂T⿰䐣T⿹㇈㐅
𧆍U	⿳艹H吂.⿰䐣T⿹㇈㐅
𧆎	⿱艹H戀.
𧆏.	⿱艹.矕.
𧆏T	⿱艹H矕.
𧆐.	⿱艹.贛.
𧆐T	⿱艹H贛.
𧆑.	⿱艹.靃.
𧆑T	⿱艹H靃H
𧆒.	⿳艹.㐩⿱日𢛧
𧆒T	⿳艹H㐩⿱日𢛧
𧆔.	⿳艹.⿻十吅⿳冖吅⿱𠀎𧘇.
𧆔T	⿳艹H⿻十吅⿳冖吅⿱𠀎𧘇.
𧆗.	⿳艹.⿰鹵鹵皿.
𧆗T	⿳艹H⿰鹵鹵皿.
𧆘.	⿱艹.⿴囗⿳⿰木d林d⿰木d林d⿰木d林d
𧆘T	⿱艹H⿴囗⿳⿰木d林d⿰木d林d⿰木d林d
𧆙.	⿱艹.⿰⿳艹.旲T韭t⿱口糸.
𧆙T	⿱艹H⿰⿱莫H韭t⿱口糸.
𧆛	⿸虍H又.
𧆜.	⿸虍.亏
𧆜T	⿸虍H亐
𧆝.	⿸虍.⿰𠄌⿺乀丿
𧆝T	⿸虍H⿰𠄌⿺乀丿
𧆞.	⿸虍.巾
𧆞T	⿸虍H巾
𧆟	⿺虎.九.
𧆡	⿺几.虎.
𧆣.	⿸虍.凷
𧆣T	⿸虍H凷
𧆤.	⿰𧆞.又.
𧆤T	⿰𧆞T又.
𧆥.	⿸虍.甲
𧆥T	⿸虍H甲
𧆦.	⿰乞虎.
𧆦T	⿰乞虎H
𧆧.	⿸虍.⿰⿷!卬一儿.
𧆧T	⿸虍H⿰⿷!乐.一儿.
𧆨.	⿸虍.田
𧆨T	⿸虍H田
𧆩.	⿸虍.⿰⿷!卬一人.
𧆩T	⿸虍H⿰⿷!乐.一人.
𧆪.	⿸虍.𠀒
𧆪U	⿸虍H⿳一儿w丂
𧆫.	⿰虎..t乞
𧆫T	⿰虎.yt乞
𧆬.	⿱⺊⿸!皮⿺⿱七.几.九.
𧆬T	⿱⺊⿸!皮⿺⿱七T儿.九.
𧆭	⿸虍.由
𧆮	⿰𧆞.丩
𧆯	⿰虎..t才.
𧆰	⿺虎.子.
𧆱.	⿸虍.夻
𧆱T	⿸虍H夻
𧆲	⿸虍H⿱口䒑.
𧆳	⿸虍H丠T
𧆴	⿸虍H有T
𧆵	⿸虍H⿺夂.彡
𧆶	⿺⿸虍H夂.亐
𧆷	⿺虎.公.
𧆸	⿸虎.灬
𧆹	⿸虎.心
𧆻.	⿺虎.古
𧆻T	⿺虎H古
𧆼.	⿰虎..t冬.
𧆼T	⿺虎H冬.
𧆽.	⿺虎.白
𧆽T	⿺虎H白
𧆾.	⿸虍.共
𧆾T	⿸虍H⿳艹H一八d
𧆿.	⿸虍.甬
𧆿T	⿸虍H甬
𧇀	⿸虍.兵
𧇁.	⿸虍.非.
𧇁T	⿸虍H非H
𧇃.	⿸虍.林.
𧇃T	⿸虍H林.
𧇄.	⿸虍.甾
𧇄T	⿸虍H甾
𧇅.	⿺虎.𠕾
𧇅T	⿺虎H𠕾
𧇆.	⿸虍.𣏽
𧇆T	⿸虍H𣏽
𧇇.	⿰𧆞.且.
𧇇T	⿰𧆞T且.
𧇈.	⿺⿸虍.夂.且.
𧇈T	⿺⿸虍H夂.且.
𧇉	⿺⿸虍H夂.古
𧇋	⿸虍H⿳八d人.日
𧇌	⿺虎.同.
𧇍.	⿰缶虎.
𧇍H	⿰缶虎H
𧇎	⿺虎.合.
𧇏	⿸虍.⿱𡿧凷
𧇐.	⿱攸虎.
𧇐T	⿱攸虎H
𧇑.	⿰戒虎.
𧇑T	⿰戒虎H
𧇓T	⿰虎wyt兌T
𧇕	⿸虍H⿱𡿧田
𧇖	⿸虍.⿱八d𥃦
𧇘.	⿰⿱一川虘.
𧇘T	⿰⿱一川虘T
𧇙	⿺虎.男
𧇚	⿺虎.伯
𧇛	⿰虎..t寽.
𧇜.	⿱臤.虎.
𧇜T	⿱臤.虎H
𧇝.	⿱叔虎.
𧇝T	⿱⿰⿱上小s又.虎H
𧇟.	⿰虎..t周.
𧇟T	⿰虎wyt周.
𧇢.	⿺兔.虎.
𧇢T	⿺兔.虎H
𧇥.	⿸虎.林.
𧇥T	⿱虎H林.
𧇦.	⿰氵䖔.
𧇦T	⿰氵䖔T
𧇨T	⿺虎H林d
𧇨U	⿺虎H林.
𧇪	⿸虍H⿱⿻人.⿰冫⿱丿丶目
𧇫	⿰虎wyt其.
𧇬	⿱臥虎H
𧇭.	⿰虎..t武
𧇭T	⿰虎wyt武
𧇮	⿺虎.和
𧇯	⿺虎.季.
𧇰	⿺虎.忽
𧇱.	⿸虎.咸
𧇱T	⿸虎H咸
𧇱U	⿱虎H咸
𧇱V	⿱虎.咸
𧇲.	⿰光t虗.
𧇲T	⿰光t虗T
𧇳	⿰⿱𭕄𠕻.虎H
𧇴	⿸虍H⿱回示T
𧇶	⿺虎.春.
𧇷	⿰曷.虎.
𧇸	⿺虎.秋d
𧇹	⿺虎.侯H
𧇺	⿰光t虚.
𧇻.	⿰虎..t冥.
𧇻T	⿰虎wyt冥.
𧇼.	⿰号䖒.
𧇼T	⿰号䖒T
𧇽.	⿸虍.異
𧇽T	⿸𧆨T⿳艹H一八d
𧇾.	⿰雐.兮.
𧈀.	⿸虍.⿱罒巫
𧈀T	⿸虍H⿱罒巫
𧈂	⿸虍.鼎.
𧈃	⿰⿸虍H⿳八d人d目亏
𧈅	⿰𡭽.虎.
𧈆.	⿰虎..t終.
𧈆T	⿰虎wyt終.
𧈇.	⿰虎..t彬
𧈇T	⿰虎wyt彬
𧈈.	⿰虎..t巢
𧈈T	⿰虎wyt巢
𧈉.	⿸虍.䩗
𧈉T	⿸虍H䩗
𧈋.	⿺虎.菟.
𧈋T	⿺虎H菟H
𧈌	⿱⿰叀殳.虎.
𧈍.	⿰單虎.
𧈍T	⿰單虎H
𧈎.	⿲⿸虍.人d革彡
𧈎T	⿲⿸虍H人d革彡
𧈏	⿰尞d虎.
𧈐.	⿰⿱口飠.虎.
𧈐T	⿰⿱口飠H虎H
𧈑.	⿰虎..t𣪠.
𧈑T	⿰虎wyt𣪠.
𧈒.	⿰𧆞.⿱小s兔.
𧈒T	⿰𧆞T⿱小s兔.
𧈔	⿸虍.魯
𧈕.	⿰由盧.
𧈕T	⿰由盧H
𧈗.	⿱𣪠.虎.
𧈗T	⿱𣪠.虎H
𧈘.	⿸虍.⿳⺈⿴囗⺌⿱灬日
𧈘T	⿸虍H⿳⺈⿴囗⺌⿱灬日
𧈙	⿺虎.壽
𧈜.	⿰虎..t騰.
𧈜T	⿰虎wyt騰.
𧈝	⿰虫乙
𧈞	⿺𠃊虫
𧈟	⿷匚.虫
𧈠	⿱𠂇虫
𧈡	⿱又.虫
𧈢	⿰虫八.
𧈣	⿰虫乃
𧈤	⿺九.虫
𧈥	⿰虫厶
𧈦	⿱乃虫
𧈧	⿱厶虫
𧈨	⿱小s虫
𧈩	⿱弋虫
𧈪	⿱屮p虫
𧈫	⿱工.虫
𧈬	⿰工t虫
𧈭	⿰虫兀.
𧈮	⿰虫丸
𧈯.	⿰虫亏
𧈯T	⿰虫亐
𧈰	⿺廴.虫
𧈱	⿹弋虫
𧈲	⿱卂.虫
𧈳	⿰虫刃.
𧈴	⿰虫广.
𧈵	⿰虫三
𧈶	⿰虫川
𧈷	⿰虫夕
𧈸	⿱夂.虫
𧈹	⿱大.虫
𧈺	⿰虫弋
𧈻	⿰虫殳.
𧈼.	⿰虫片.
𧈼T	⿰虫片T
𧈽	⿰虫厷
𧈾	⿱虫火.
𧈿	⿰虫冈
𧉀	⿰虫止.
𧉁	⿹气虫
𧉂	⿰虫天.
𧉃	⿰虫允.
𧉄	⿰虫丏
𧉅	⿰虫尹
𧉆	⿰虫龰.
𧉇	⿺尣虫
𧉈	⿰虫不
𧉉	⿱龶.虫
𧉊	⿱父.虫
𧉋	⿰虫⿱一山
𧉌	⿱之.虫
𧉍	⿰虫尐.
𧉎.	⿱虫冃
𧉎T	⿱虫⺼
𧉏	⿱⿴𠂊⺀虫
𧉐	⿰虫双.
𧉑	⿰虫太.
𧉒	⿱扎虫
𧉓	⿱木.虫
𧉔	⿰虫孔.
𧉕T	{𧉕}⿱天.虫
𧉕U	⿱丿𧈹
𧉖	⿰虫牛.
𧉗	⿱元.虫
𧉘	⿱止.虫
𧉙	⿰虫屯.
𧉚	⿰虫勿
𧉛	⿰虫𢆰
𧉜	⿱氏虫
𧉝	⿰虫丐
𧉞	⿰虫宁.
𧉟	⿰虫台
𧉠	⿰虫司
𧉡.	⿰虫宂.
𧉡T	⿰虫宂H
𧉢.	⿰虫穴.
𧉢T	⿰虫穴T
𧉣	⿰虫玉
𧉤	⿰虫弁
𧉥.	⿱北.虫
𧉥T	⿱北H虫
𧉦	⿰虫戊
𧉧	⿰虫去
𧉨	⿱⿰工t几.虫
𧉩	⿰虫布
𧉪	⿱加虫
𧉫	⿰虫㘝
𧉬	⿰虫民
𧉭	⿱奴虫
𧉮.	⿰虫㐌.
𧉮T	⿰虫㐌T
𧉯	⿰虫母
𧉰	⿰虫尔
𧉱	⿰虫术
𧉲	⿰虫⿸𠂆干
𧉳	⿰虫𡴀
𧉴.	⿱穴.d虫
𧉴T	⿱穴.w虫
𧉴U	⿱穴T虫
𧉵	⿰虫戹.
𧉶	⿱主虫
𧉷.	⿱丿𧉓
𧉷T	⿱禾d虫
𧉸	⿰虫弗
𧉹	⿰虫札
𧉺	⿱世虫
𧉻	⿰虫半.
𧉼	⿰虫立.
𧉽	⿰虫市.
𧉾	⿱𡗗.虫
𧉿	⿰虫未.
𧊀	⿰虫加
𧊁	⿰虫目
𧊂	⿰虫冬.
𧊄	⿰虫只
𧊅	⿰虫另
𧊆	⿱付虫
𧊇	⿱代虫
𧊈	⿱民虫
𧊉	⿰虫乏.
𧊊	⿰虫用
𧊋	⿰虫申
𧊌	⿰虫巧
𧊍	⿰虫史.
𧊎	⿰虫戉
𧊏	⿰虫亥.
𧊐	⿰虫聿
𧊑.	⿰虫⿸𠂇⿺𠤎⿱丿丿
𧊒.	⿱次.虫
𧊒T	⿱次T虫
𧊓	⿰虫舟.
𧊔	⿲彳虫亍
𧊕.	⿰虫戎.
𧊕V	⿰虫戎V
𧊖	⿰虫式
𧊗	⿰虫耳.
𧊘	⿰虫夸
𧊙.	⿰虫旨.
𧊚	⿰虫同.
𧊛	⿰虫后
𧊝.	⿱艹.𧈠
𧊝T	⿱艹H𧈠
𧊞	⿰虫刑
𧊟	⿱如虫
𧊠	⿰虫㬰
𧊡	⿱邛虫
𧊢.	⿱礼.虫
𧊢T	⿱⿰示T乚虫
𧊣	⿰虫曳
𧊤	⿰虫亦.
𧊥.	⿰虫戍
𧊥T	⿰虫戌
𧊦	⿰虫缶
𧊧	⿱亼.虽
𧊨	⿰虫{1.:}⿻冂⿰二二
𧊩	⿰虫𡵃
𧊪	⿱⿰万万虫
𧊫	⿰虫⿱龱儿.
𧊬.	⿱艹.𧈡
𧊬T	⿱艹H𧈡
𧊭	⿰虫因.
𧊮.	⿱艹.𧈸
𧊮T	⿱艹H𧈸
𧊯.	⿱永.虫
𧊯T	⿱𣱵虫
𧊰	⿱伊虫
𧊱.	⿰虫朶.
𧊱T	⿰虫朶T
𧊲.	⿰虫全.
𧊲T	⿰虫全H
𧊳	⿰虫亘.
𧊴	⿰虫丞
𧊵	⿰虫夅
𧊶H	⿰虫朵.
𧊷T	⿰虫妄H
𧊷U	⿰虫妄.
𧊸	⿰虫朿.
𧊹	⿰安.虫
𧊺	⿰虫臣
𧊻	⿰虫⿳一八d土.
𧊼	⿰虫⿷冘.⺀
𧊽	⿰虫行
𧊾	⿰米T虫
𧊿	⿱列虫
𧋀	⿰虫州
𧋁	⿰虫再
𧋂	⿰虫汙
𧋃	⿰虫存
𧋄	⿰虫共
𧋅	⿰虫尽.
𧋆	⿰虫耒.
𧋇	⿰虫⿸厂止.
𧋈	⿰虫豸.
𧋉.	⿰虫谷.
𧋉V	⿰虫⿳儿.人.口
𧋊	⿱沙.虫
𧋋	⿰虫吾
𧋌	⿳⿻丨𠮛冖虫
𧋍	⿰虫折
𧋎	⿰虫里.
𧋏.	⿰虫岌.
𧋏T	⿰虫岌T
𧋐	⿰虫束
𧋑	⿰虫更.
𧋒	⿰虫赤.
𧋓	⿰虫告
𧋔	⿱汞虫
𧋕	⿰虫困.
𧋖.	⿰虫𦔮.
𧋖T	⿰虫耴H
𧋗	⿱⿰氏虫土.
𧋘	⿰虫弟
𧋙.	⿰虫囱.
𧋙T	⿰虫囱T
𧋛.	⿱求虫
𧋜	⿹⺄䖵
𧋝.	⿰虫𣏏K
𧋝T	⿰虫𣏏U
𧋞.	⿰虫𦬞.
𧋞T	⿰虫𦬞T
𧋟	⿰虫每
𧋠	⿱豕.虫
𧋡.	⿰虫𡆴.
𧋡T	⿰虫𡆴T
𧋢	⿰虫孛
𧋣	⿰虫𠯑
𧋤	⿰虫刧
𧋥	⿰虫足
𧋦	⿰虫尾
𧋧	⿰虫⿱文.土.
𧋨	⿰虫走
𧋩	⿱足虫
𧋪	⿰虫芋H
𧋫	⿰虫芓H
𧋬	⿰虫⿳丿幺.小s
𧋭	⿰虫⿱爫.土.
𧋮	⿰虫⿱攵.土.
𧋯	⿱日𧈹
𧋱	⿰虫男
𧋲	⿱亠.𧉥.
𧋳T	⿱⿰工t⿹㇈⿻丿⺀虫
𧋴	⿱夆虫
𧋵	⿰虫狂
𧋶U	⿰虫没.
𧋷	⿰虫忌
𧋸	⿰虫呈.
𧋺	⿰虫志
𧋻U	⿰虫吝.
𧋻V	⿰虫吝J
𧋼	⿰虫弄
𧋽U	⿰虫芒.
𧋾	⿰虫邑
𧋿	⿰虫快.
𧌀	⿰虫吞
𧌁	⿱攸虫
𧌃	⿰虫妾.
𧌄.	⿰虫奄.
𧌄T	⿰虫奄T
𧌅	⿰虫受
𧌆.	⿰虫空.
𧌆T	⿰虫空H
𧌇	⿰虫朋
𧌈.	⿰虫帚.
𧌈T	⿰虫帚H
𧌉.	⿰虫坴.
𧌉T	⿰虫坴H
𧌊	⿰虫夜.
𧌋.	⿰虫卸.
𧌋T	⿰虫卸H
𧌌.	⿱肬.虫
𧌍T	⿰虫彔H
𧌎	⿰虫典
𧌏	⿰虫沓
𧌑	⿰虫屈
𧌒	⿱或虫
𧌓	⿰虫阜
𧌔	⿱枝.虫
𧌕	⿲虫扌⿱𠂉子.
𧌖	⿰虫舍.
𧌗.	⿰虫取
𧌘	⿱服虫
𧌙.	⿱雨gh虫
𧌙T	⿱雨gt虫
𧌚	⿰虫炅
𧌛	⿱阜虫
𧌜	⿰爿𧉏
𧌝	⿰𤆍䖝
𧌞	⿲虫礻.卩
𧌟.	⿱⿲臣𠃊丨虫
𧌟T	⿱⿰臣丩虫
𧌠	⿱卑.虫
𧌡	⿰虫虱
𧌢	⿰糹.⿱人.虫
𧌣	⿱刀䖵
𧌤.	⿰虫𠔒.
𧌤T	⿰虫⿱八T臼
𧌦	⿱厶䖵
𧌧.	⿰虫⿸虍.丁
𧌧T	⿰虫⿸虍H丁
𧌨.	⿰虫㭊.
𧌨T	⿰虫㭊T
𧌩	⿱兓.虫
𧌪.	⿳⿵ㄇ三一⿱八.虫
𧌪T	⿱目𧈹
𧌫.	⿰虫𦥔.
𧌫T	⿰虫𦥔T
𧌬.	⿰虫京.
𧌬V	⿰虫京J
𧌭.	⿰虫⿸虍.人.
𧌭T	⿰虫⿸虍H人.
𧌮	⿰虫豖.
𧌯	⿰虫垂
𧌰	⿰虫降
𧌱	⿱放.虫
𧌲	⿱知虫
𧌳	⿰虫肥.
𧌴	⿰虫祁.
𧌵.	⿰虫𠜊
𧌵V	⿲虫⿱巛⿵⺆一刂
𧌶	⿳丷兲.虫
𧌸	⿰虫卓
𧌹	⿰虫岩
𧌺	⿰虫⿱𦫸T儿.
𧌻.	⿱松.虫
𧌻T	⿱松T虫
𧌼	⿰虫到
𧌽	⿰虫㡀.
𧌾	⿱䖵丁
𧌿.	⿱版.虫
𧌿T	⿱版T虫
𧍀	⿹勹䖵
𧍁	⿰虫庚
𧍂	⿰虫⿱又.有.
𧍃	⿰虫非.
𧍄	⿰虫兖.
𧍅U	⿱使.虫
𧍆	⿰虫孤.
𧍇U	⿰虫使.
𧍈U	⿰虫店.
𧍈V	⿰虫店J
𧍉U	⿰虫底.
𧍉V	⿰虫底V
𧍊	⿰虫厓
𧍋	⿰虫㝵
𧍌	⿰虫沼
𧍍	⿰虫來
𧍎	⿰虫昏
𧍏	⿰虫姑
𧍐U	⿰虫⿱亠.列
𧍐V	⿰虫⿱亠J列
𧍑U	⿰虫⿵冂⿱䒑.⿺𠃊人d
𧍒	⿰虫耑
𧍓	⿱帥虫
𧍔	⿰虫要
𧍕	⿰虫卻.
𧍖	⿰虫省.
𧍗.	⿰虫若.
𧍗T	⿰虫若H
𧍘	⿰虫幽.
𧍙.	⿱范.虫
𧍙T	⿱范H虫
𧍚	⿰虫廻.
𧍛T	⿰虫勇H
𧍜	⿰虫癸.
𧍝.	⿰虫帝.
𧍝V	⿰虫帝J
𧍞.	⿰虫咢
𧍞T	⿰虫⿱吅亐
𧍟.	⿱艹.䖥
𧍟T	⿱艹H䖥
𧍠.	⿰虫苶.
𧍠T	⿰虫苶H
𧍡	⿰虫則
𧍢	⿱衍虫
𧍣.	⿱苗.虫
𧍣T	⿱苗H虫
𧍤	⿰虫思
𧍥	⿰虫畏
𧍦.	⿱必蚕
𧍦T	⿱必𧉕U
𧍧	⿰虫咸
𧍨	⿱吅𧈹
𧍩.	⿰虫⿱吉夨
𧍪	⿰虫禺
𧍫	⿰虫韋
𧍬	⿰虫弇
𧍭	⿰虫泉
𧍮.	⿰虫扃.
𧍮T	⿰虫扃T
𧍯.	⿰虫風.
𧍯T	⿰虫風H
𧍰	⿰虫㚅
𧍱	⿰虫室.
𧍲	⿰虫便.
𧍳	⿰虫臾.
𧍴	⿰虫柬
𧍵.	⿱胡.虫
𧍵T	⿱胡T虫
𧍶	⿰虫律
𧍷.	⿱若.虫
𧍷T	⿱若H虫
𧍸	⿱夂.䖵
𧍹	⿰虫𠚑
𧍻	⿱便.虫
𧍼	⿲虫𣧄刂
𧍽	⿸广.⿱⿰夕虫土.
𧍾.	⿳古冖⿱八d虫
𧍾T	⿳古㓁H虫
𧍿	⿰虫殄
𧎀.	⿱㭊.虫
𧎀T	⿱㭊T虫
𧎁	⿰虫界.
𧎂	⿱叚.虫
𧎃.	⿰⿱匕.矢d⿱人.虫
𧎃T	⿰𠤕T⿱人.虫
𧎄	⿰虫敄.
𧎅	⿰⿳士.冖虫殳.
𧎆	⿱才.䖵
𧎇	⿰虫蚤.
𧎉	⿰虫𦍑H
𧎊	⿰虫軍
𧎋	⿰虫持T
𧎌	⿱春.虫
𧎍	⿰虫⿸虍H子.
𧎎	⿰虫咠.
𧎏	⿰咼H虫
𧎐	⿰虫秋.
𧎑	⿰虫奐H
𧎒	⿰虫約.
𧎔.	⿰虫奔.
𧎔T	⿰虫奔2
𧎕	⿱北.蚕
𧎖	⿰虫𥄳T
𧎗	⿱科虫
𧎘	⿰虫衍
𧎙	⿰虫𠨚
𧎚	⿰虫段.
𧎛U	⿰虫突.
𧎛V	⿰虫突K
𧎜	⿰虫屋
𧎝U	⿰虫奏.
𧎝V	⿰虫奏V
𧎞	⿰虫厖.
𧎟	⿲虫⿸⿴巳t一丶阝
𧎠	⿰虫胤.
𧎡.	⿰虫宫.
𧎡T	⿰虫宮.
𧎢	⿰虫貣
𧎣.	⿰虫茸.
𧎣T	⿰虫茸H
𧎤.	⿰虫孫.
𧎤V	⿲虫子t系V
𧎥.	⿰虫扇.
𧎥T	⿰虫扇T
𧎧	⿰虫⿱宀.伯
𧎨	⿰虫屖.
𧎩.	⿰虫桀.
𧎩T	⿰虫桀T
𧎪	⿱氏䖵
𧎫	⿰虫𧴪.
𧎬.	⿱特.虫
𧎬T	⿱特T虫
𧎭T	⿱射H虫
𧎮.	⿱叉䖵
𧎮T	⿱㕚䖵
𧎯.	⿰虫缺.
𧎰.	⿸展虫
𧎰T	⿱展虫
𧎱	⿱巴.䖵
𧎲	⿰虫丵.
𧎳	⿰虫索.
𧎴	⿰虫哲
𧎵	⿰虫氣
𧎶	⿹⿻㇂⿱⿰幺.⿱幺.丶丆虫
𧎷	⿰虫芻
𧎸.	⿰虫高.
𧎸V	⿰虫高J
𧎹.	⿰⿱士.示.𧈡
𧎹T	⿰⿱士.示T𧈡
𧎺.	⿰虫哥.
𧎺V	⿰虫哥J
𧎻.	⿱務.虫
𧎻T	⿱務H虫
𧎼.	⿰虫䍃.
𧎼T	⿰虫䍃T
𧎽.	⿰虫晋
𧎽T	⿰虫晉
𧎾	⿰虫𡭴
𧎿.	⿱疾.虫
𧎿T	⿱疾H虫
𧏀	⿰虫恖
𧏁	⿺⿸𠂋⿰⿱〢㇀⿺乀丿⿱虫土.
𧏂.	⿰虫奊
𧏂T	⿰虫⿱⿺𠃊圭.大d
𧏂U	⿰虫⿱⿺𠃊圭.大.
𧏃	⿰虫⿳丶匡大.
𧏄	⿰子t蜇
𧏅	⿱𢼜虫
𧏆	⿱⿰臣斗虫
𧏇	⿱⿰豸.刂虫
𧏈	⿰虫𡇢
𧏉.	⿰虫⿱龹夫d
𧏉T	⿰虫⿱龹夫.
𧏊.	⿱艹.䖵
𧏊T	⿱卝䖵
𧏋	⿳⿻丨𠮛冖虽
𧏌	⿱⿰𡔜殳.虫
𧏍	⿱師虫
𧏎.	⿲虫文.d虫
𧏎T	⿰蚊.虫
𧏏.	⿰虫𥥐.
𧏏T	⿰虫𥥐T
𧏐.	⿸原虫
𧏐T	⿱原虫
𧏑	⿰虫竝.
𧏓.	⿰虫⿱处.田
𧏓T	⿰虫⿱处T田
𧏕.	⿰虫⿸𠂆⿸虍.人.
𧏕T	⿰虫⿸𠂆⿸虍H人.
𧏖	⿰虫宾
𧏗	⿰虫资
𧏘	⿰虫般.
𧏙	⿰虫羗.
𧏚	⿰⿳士.冖⿱一虫殳J
𧏛	⿱討J虫
𧏜	⿰虫⿱土.吳.
𧏝	⿱厽⿲丿⿱⿰丿丿虫丨
𧏞T	⿰虫差H
𧏞V	⿰虫差.
𧏟	⿱粉T虫
𧏡	⿰虫夏T
𧏢	⿰虫峯
𧏣	⿰虫笑
𧏤.	⿱艹.蛩.
𧏤T	⿱艹H蛩T
𧏦	⿰虫䎡
𧏧	⿰虫畟.
𧏨	⿱氣虫
𧏩	⿰虫⿱囟⿺儿.厶
𧏪	⿰虫桊.
𧏫	⿰虫殺.
𧏬	⿰虫蚩.
𧏭	⿰虫⿳爫J⿻コ一山
𧏮	⿰虫恙
𧏯U	⿰虫辱.
𧏯V	⿰虫辱V
𧏰U	⿰虫耽.
𧏰V	⿰虫耽H
𧏱	⿰虫盎.
𧏲	⿰虫烈
𧏳	⿰虫捕
𧏴U	⿰虫追.
𧏴V	⿰虫追K
𧏵U	⿰虫竜.
𧏵V	⿰虫竜J
𧏶	⿰虫陣
𧏷U	⿰虫畜.
𧏸	⿰虫啇.
𧏹	⿰虫豙.
𧏺.	⿰虫區.
𧏺T	⿰虫區H
𧏻.	⿰虫畢.
𧏼	⿱主䖵
𧏽.	⿰虫悘.
𧏽T	⿰虫悘T
𧏾.	⿱匿.虫
𧏾T	⿱匿H虫
𧏿.	⿰虫逐.
𧏿H	⿰虫逐H
𧐂.	⿰飠.⿱人.虫
𧐃	⿰虫⿱隹.大.
𧐄	⿰虫欲
𧐅.	⿰虫虘.
𧐅T	⿰虫虘T
𧐆	⿱既.虫
𧐇T	⿰虫尉T
𧐈.	⿱族.虫
𧐈T	⿱族H虫
𧐉.	⿱⿰知干虫
𧐉T	⿱𥎿虫
𧐊	⿰虫張
𧐋	⿰虫畧
𧐌	⿱唯.虫
𧐍	⿰虫舂.
𧐎	⿰虫覓.
𧐏.	⿱氐.䖵
𧐏T	⿱氐H䖵
𧐐	⿰虫責
𧐑	⿰虫𡭽.
𧐒V	⿰虫速V
𧐓	⿱野.虫
𧐔.	⿰虫習.
𧐔T	⿰虫習H
𧐕	⿰虫專
𧐖.	⿰虫連.
𧐖K	⿰虫連K
𧐖T	⿰虫連H
𧐘	⿱龴⿵冂⿲虫丨虫
𧐙.	⿰虫務.
𧐙T	⿰虫務H
𧐚	⿰虫𢉙
𧐛.	⿰虫𡕨.
𧐛T	⿰虫𡕨T
𧐞.	⿰虫莘.
𧐞T	⿰虫莘H
𧐟	⿰虫𢙽
𧐠.	⿸鹿.虫
𧐠U	⿱鹿.虫
𧐡	⿱殸.虫
𧐢H	⿰虫毫.
𧐢U	⿰虫毫J
𧐣	⿰虫略
𧐤	⿰虫牽.
𧐥	⿰虫捷
𧐦	⿰虫⿹𢦏业t
𧐧	⿱𡗗.䖵
𧐩	⿰虫崙
𧐪	⿰虫⿸虍H𤴓
𧐫	⿰虫䖤
𧐬.	⿰虫⿱⺌⿵冂会
𧐬U	⿰虫⿱小s⿵冂会
𧐭	⿰虫赦.
𧐮	⿱斬虫
𧐯	⿱略虫
𧐰	⿱𠕀.蜀
𧐱	⿱從虫
𧐲	⿰虫⿳夂.罒巾
𧐳	⿰虫𢉖
𧐴	⿰虫宿.
𧐶	⿱戚虫
𧐷	⿰虫𢉉
𧐸	⿰虫彫.
𧐹	⿰虫移
𧐺U	⿰虫通.
𧐻U	⿰虫堆.
𧐻V	⿰虫堆J
𧐼	⿰虫掉
𧐽	⿰虫淡
𧐾U	⿰虫部.
𧐾V	⿰虫部J
𧐿U	⿰虫崇.
𧐿V	⿰虫崇J
𧑀	⿰虫巢
𧑁	⿰虫參
𧑂	⿰虫既.
𧑄	⿰虫衆.
𧑅	⿰虫越
𧑆.	⿰虫童.
𧑆V	⿰虫童J
𧑇.	⿰虫棃.
𧑇T	⿰虫棃T
𧑈	⿰虫費
𧑉	⿱自䖵
𧑊	⿰虫景.
𧑋	⿰虫貴
𧑌	⿰虫異
𧑍.	⿰虫華.
𧑍T	⿰虫華H
𧑎.	⿰祟.𧈡
𧑎T	⿰祟T𧈡
𧑏	⿰虫属
𧑐.	⿰虫矞.
𧑐H	⿰虫矞H
𧑑.	⿰虫菶.
𧑑T	⿰虫菶H
𧑓	⿰虫黍.
𧑔.	⿰虫逮.
𧑔T	⿰虫逮H
𧑕	⿰虫惡
𧑖.	⿱朿z.䖵
𧑘	⿱湯虫
𧑙	⿰虫就.
𧑚	⿰虫寒.
𧑜.	⿰虫琵.
𧑜T	⿰虫琵H
𧑝	⿱掾虫
𧑞	⿰虫䖭
𧑟	⿰虫隆
𧑠	⿰虫⿳⿻丨𠮛冖石
𧑡.	⿰虫琶
𧑢	⿸广.⿱䖵土.
𧑣	⿺堯.虫
