!专	∎
!丘	∎
!之	∎
!乌0	∎
!乐.	∎
!乐w	∎
!亞0	∎
!亞1	∎
!北.	⿰⿱一㇀丨
!北H	⿱┤㇀
!卍	∎
!卐	∎
!卬	∎
!叚	∎
!戉	∎
!斲2	∎
!斲3	∎
!毌	∎
!母	∎
!烏0	∎
!皮	∎
!睂	∎
!臼	∎
!辶.	∎
!辶H	∎
!雋	∎
!馬	∎
!黽	{1:}⿻⿺乚丨!黽0
!黽0	∎
!黽1	∎
!龍	∎
!龜0	∎
!𠀀.	∎
!𠀀T	∎
!𠀟	∎
!𠁁0	∎
!𠁁1	∎
!𠁾	∎
!𠂂	∎
!𠂔.	∎
!𠂔h	∎
!𠃛	∎
!𠌆	∎
!𠥓	∎
!𠦁	∎
!𠬝	∎
!𢩺	∎
!𪛗	∎
𤦀	⿱弥玉
𤦁	⿱臤玉
𤦂	⿱或玉
𤦃	⿱來玉
𤦄	⿰王⿻⿱巛乚日
𤦅	⿱非王
𤦆	⿰王⿱刀臼[U] ⿰王臽[.]
𤦇	⿰王岡
𤦈	⿰王芬
𤦉	⿱昍王
𤦊	⿰王沓
𤦋	⿰王秉
𤦌	⿰王宜
𤦍	⿰王佩
𤦎	⿰王侖
𤦏	⿰王忽
𤦐	⿰王厓
𤦑	⿰王⿱囟又
𤦒	⿱或王
𤦓	⿰王𡧘
𤦔	⿰王卷
𤦕	⿰王孟
𤦖	⿱玨毛
𤦗	⿱玨水
𤦘	⿰王昔
𤦙	⿰王花
𤦚	⿰王具
𤦛	⿰王⿱日冃[U] ⿰王冐[T]
𤦜	⿰王舍
𤦝	⿰王帛
𤦞	⿰王阜
𤦟	⿱⿰耳又玉
𤦠	⿱⿻人玨⿰丿丨
𤦢	⿱其王
𤦣	⿰王⿸虍人
𤦤	⿰王兒
𤦥	⿰王⿻㇂⿱臼丿
𤦧	⿰王芝
𤦨	⿱⿰⿷!丘二井玉[T] ⿱⿰⿷!乐.一井玉[.]
𤦩	⿰王亞
𤦪	⿰王東
𤦫	⿰王夌
𤦬	⿰王念
𤦭	⿰王青
𤦮	⿰王治
𤦯	⿰王𦘔
𤦰	⿰王⿱夂糸
𤦱	⿰王⿱龴𡆾
𤦲	⿱⿰王巨木[T] ⿱𭸾木[.]
𤦳	⿰王𠣞
𤦴	⿰王⿱从⿺𠃊日
𤦵	⿰王匽
𤦶	⿰王㚅
𤦷	⿰王衍
𤦸	⿰王保
𤦹	⿰王貞
𤦺	⿰王竒
𤦻	⿰王亮
𤦽	⿰王斿
𤦾	⿰王姿
𤧀	⿰王某
𤧁	⿰王屎
𤧂	⿱玨令
𤧃	⿰王契
𤧄	⿰王要
𤧅	⿰王屏
𤧆	⿱玨本
𤧇	⿰王相
𤧈	⿰王巷
𤧉	⿰王⿱╪𠀚
𤧊	⿰王奎
𤧋	⿰王耍
𤧌	⿰王苑
𤧍	⿰王苓
𤧎	⿰王⿳𦘒一彡
𤧏	⿰王⿱爫正
𤧐	⿰王秋
𤧑	⿰王風
𤧒	⿰王盆
𤧓	⿰王⿱⺈男
𤧔	⿰王勉
𤧕	⿰王垔
𤧖	⿰王畏
𤧗	⿰王咼
𤧘	⿰王香
𤧙	⿰王臾
𤧚	⿰王怱
𤧛	⿰王帝
𤧜	⿰王⿻⿱巛乚⿱日丿
𤧝	⿰王侯
𤧟	⿰王亭
𤧠	⿱玉⿰土虫
𤧡	⿲王⿱十歹阝
𤧢	⿲王⿱⺊歹阝
𤧣	⿰王建
𤧤	⿰𭕛玉
𤧥	⿱珀玉
𤧦	⿱玉秋
𤧧	⿱⿰⿱丿⿻止一殳玉
𤧨	⿲王⿸⿴巳一丶阝
𤧩	⿱𥄗玉
𤧪	⿰王𥥍[.,U] ⿰王⿱穴⿸⿻𠂇丶乂[T]
𤧫	⿰王追
𤧬	⿱⿰耳㕚玉
𤧭	⿰王旁
𤧮	⿰⿳一⿻丨一㇀⿱⿲⿱一⿴⿰丿㇇丶丨亅⿻丨⿱一人
𤧯	⿰王⿳丿𠔿⿱八夂[.] ⿰王⿳丿𠔿⿱八夊[T]
𤧰	⿱⿻人玨比
𤧱	⿰王⿱龴⿵冂各
𤧲	⿰⿻人玨巴
𤧳	⿰王荖
𤧵	⿰王尃
𤧶	⿰王夏
𤧷	⿰王展
𤧸	⿰王豈
𤧹	⿰王⿱䒑𢆶[U] ⿰王茲[H]
𤧻	⿰王庭
𤧼	⿰王高
𤧽	⿰王冡
𤧾	⿰𤤁色
𤧿	⿰王斋
𤨀	⿰王⿱大町
𤨁	⿰王晋
𤨂	⿰王迶
𤨃	⿰王⿱⿴龷一㕣
𤨄	⿰王⿳╪𢆰小
𤨅	⿰王時
𤨆	⿰王晃
𤨈	⿰王⿳山口𦉫
𤨉	⿰王𣁋
𤨊	⿰王⿳爫幺大[U] ⿰王奚[T]
𤨋	⿰王笒
𤨌	⿰王𢙥
𤨍	⿳玨冖𠠴
𤨎	⿰王家
𤨏	⿰王𧴲
𤨐	⿱舀玉
𤨑	⿰王荅
𤨒	⿰王恩
𤨓	⿰王茶
𤨔	⿰王𦊷
𤨕	⿰王勒
𤨖	⿰王扈
𤨗	⿰⿱卣木玉
𤨘	⿲王文辛
𤨙	⿱勒玉
𤨛	⿰王⿳卝耂上
𤨜	⿰王⿱从⿺𠃊⿱日八
𤨝	⿱⿻人玨必
𤨞	⿰王鹿
𤨟	⿰王戚
𤨠	⿰王堂
𤨡	⿰王朗
𤨢	⿰王⿱廿⿻人𠮡
𤨣	⿱⿰求攵王
𤨤	⿰王⿱𥫗㐱
𤨥	⿰王寄
𤨦	⿰王猗
𤨧	⿰王票
𤨨	⿰王敏
𤨩	⿰王羞
𤨪	⿰王⿱⿰歺又木
𤨫	⿰王⿸广⿱{:-1}⿻丨⿻コ一心
𤨬	⿰王啇
𤨭	⿰王庸
𤨮	⿰王帶
𤨯	⿰王⿱大𭇎
𤨰	⿰王⿱廿𪞏
𤨱	⿰王⿱日坒
𤨲	⿰王崇
𤨳	⿰王莆
𤨴	⿰王累
𤨵	⿰王參
𤨶	⿰王㳟
𤨷	⿰王⿱艹呆
𤨸	⿰王⿱廿⿻丨⿵冂⿰⺀⺀[.] ⿰王⿱廿⿻丨⿵冂⿰二二[T]
𤨹	⿰王𩁹
𤨺	⿰王⿱㓁釆[T] ⿰王⿳冖八釆[.]
𤨻	⿳士冖⿱吅王
𤨼	⿰玉章
𤨾	⿰王崑
𤨿	⿰王將
𤩀	⿰王散
𤩁	⿰王䖏
𤩂	⿰王勞
𤩃	⿰王⿱𠔿奄[.] ⿰王⿳冖人奄[T]
𤩄	⿰⿳一⿻丨一㇀⿳⿰巳巳⿻⿰丨丨一⿱一⿰丿丶
𤩅	⿰王䜭
𤩆	⿰王⿳⺈罒犮
𤩈	⿰王𠷎
𤩉	⿰王⿱⿹𠃌臣句
𤩊	⿰王堯
𤩋	⿰王⿱上⿵冂谷
𤩌	⿰王湛
𤩍	⿰琴夫
𤩎	⿰王間
𤩏	⿰王程
𤩐	⿰王斯
𤩒	⿰王棊
𤩓	⿰王普
𤩔	⿰王童
𤩕	⿰王善
𤩖	⿰王⿳士冖亜
𤩗	⿰王粟
𤩘	⿱玨東
𤩙	⿰王𢜈
𤩚	⿲王𠦟殳
𤩜	⿰王晶
𤩝	⿰王喬
𤩠	⿰王喜
𤩡	⿰王⿵⿱⺊冂⿱一谷
𤩢	⿰王臯
𤩤	⿱⿰𠧠欠玉
𤩥	⿰王舜
𤩦	⿰王絜[T,U] ⿰王⿳⿰丰刀幺小[.]
𤩧	⿰王單
𤩨	⿰王叅
𤩩	⿲王号⿸虍一
𤩪	⿰王象
𤩫	⿰王嵬
𤩬	⿰王鄉[.] ⿲王乡⿰皀阝[T]
𤩭	⿰王號
𤩮	⿲王𨊢殳
𤩯	⿱⿰𨊢殳玉
𤩰	⿰王㮚
𤩱	⿱殿玉
𤩲	⿰王葛
𤩳	⿰王賁
𤩴	⿰王殿
𤩵	⿰王𥇛
𤩶	⿰王業
𤩷	⿰王𫳤
𤩸	⿰王葵
𤩹	⿱辟王
𤩻	⿰王⿺辶⿸广年
𤩼	⿰王遀
𤩽	⿰王献
𤩾	⿰王𤲢
𤩿	⿰王葱
𤪁	⿰王⿱罒京
𤪂	⿰王愈
𤪃	⿰王𤊽
𤪄	⿰王罨
𤪅	⿰王⿱⿴𠂊⺀音[.] ⿰王⿱⿴𠂊冫音[T]
𤪆	⿰王⿳𦘒冖牟
𤪇	⿰㮚玉
𤪈	⿱⿰镸缶王
𤪊	⿰王鈴[U] ⿰琻今[V]
𤪋	⿱⿰臣⿳𠂉一罒玉[T] ⿱⿰臣⿳𠂉丶罒玉[.]
𤪌	⿰王綦
𤪍	⿰王𤛉
𤪎	⿱𣣸玉
𤪏	⿰⿳一⿻丨一㇀⿳⿻人⿰丶丿⿻人⿰丶丿⿰⿴⿰丿㇇丶⿻丨⿱一𠃊
𤪐	⿱與玉
𤪑	⿰王蒙
𤪒	⿰王⿳丿⿴囗𠂭木
𤪓	⿰王⿱宍𥃦
𤪔	⿰王管
𤪕	⿰王舞
𤪖	⿰王𢾰[H] ⿲王⿳山一糸攵[U]
𤪗	⿰王豪
𤪘	⿰王嘉
𤪙	⿰王爾
𤪚	⿰王截
𤪛	⿰王⿱吅卒
𤪜	⿰王蓉
𤪝	⿰王毓
𤪞	⿰王⿳爫冖⿱目夊
𤪟	⿰王僕
𤪠	⿰王熏
𤪡	⿱⿰君君玉
𤪢	⿰王毄
𤪣	⿰王𡏳
𤪤	⿰王榮
𤪥	⿰王⿱𫲽𦉬[H] ⿰王寧[T]
𤪦	⿰王疑
𤪧	⿰王鳳
𤪨	⿰王⿱⿲止白又文
𤪩	⿰王𢀩
𤪪	⿰王篆
𤪫	⿰王⿸⿹⿻㇂⿱𢆶丆目丶[U] ⿰王⿹⿻㇂⿱⿰幺⿱幺丶丆目[.]
𤪬	⿰王⿻土䀠
𤪭	⿳⿲⿸!丘二缶⿹𠃍二冖玉
𤪮	⿰王廛
𤪯	⿰王墨
𤪰	⿱𣤓玉
𤪱	⿰王⿱𥫗修
𤪲	⿰王厲
𤪳	⿰王慧
𤪴	⿰王𤨝
𤪵	⿰王⿱⿰珀匕欠
𤪷	⿰王齒
𤪸	⿰王賞
𤪹	⿰王瞏
𤪺	⿰王審
𤪻	⿰王⿳⺊冖⿳七八𥃦
𤪼	⿰王蓮
𤪽	⿰王⿸虍⿱八𥃦
𤪾	⿰王㻺
𤪿	⿰王褢
𤫀	⿰睿⿱又玉
𤫁	⿰王螢
𤫂	⿰王興
𤫃	⿰王蕙
𤫄	⿰王衡
𤫅	⿰王⿱臼鬼
𤫆	⿱人璽
𤫇	⿰王燕
𤫈	⿰王⿱卿心
𤫉	⿰王燮
𤫊	⿱霝王
𤫋	⿰王⿱⿹⺄珎貝
𤫌	⿰王輿
𤫎	⿰王營
𤫏	⿱獮玉
𤫑	⿰王霞
𤫓	⿰王⿱丶⿻𠆣⿱皕一
𤫔	⿱雝玉
𤫕	⿰王夒
𤫖	⿰王⿳宀玨貝
𤫗	⿰王⿸雐分
𤫘	⿰王⿳丆⺜⿳冖⿲止几匕夂
𤫙	⿰王爕
𤫚	⿰王離
𤫛	⿰王⿱罒裴
𤫜	⿱䜌玉
𤫝	⿲王⿳廿口十⿱日𠣏
𤫞	⿰王寳
𤫟	⿰王麗
𤫠	⿰王嚴
𤫡	⿰王罌
𤫢	⿰王露
𤫣	⿰王甗
𤫤	⿰王纍
𤫥	⿰王罍
𤫦	⿰王霸
𤫧	⿰王⿳艹𦉼韭
𤫨	⿰王𩱕
𤫩	⿰王靈
𤫬	⿺瓜丰
𤫭	⿺瓜屯
𤫮	⿺瓜月
𤫯	⿺冘瓜
𤫰	⿺瓜弗
𤫱	⿰句瓜
𤫳	⿺瓜台
𤫴	⿰失瓜[T] ⿰矢瓜[.]
𤫵	⿺瓜舌
𤫶	⿰吉瓜
𤫸	⿺瓜⿱大亏
𤫺	⿰瓜系
𤫻	⿰步瓜
𤫼	⿺瓜弟
𤫽	⿺瓜見
𤫾	⿺瓜肖
𤫿	⿰余瓜
𤬀	⿰瓜余
𤬁	⿰果瓜
𤬂	⿱叔瓜
𤬃	⿰咅瓜
𤬄	⿰⿱𡗜亏瓜
𤬆	⿰昌瓜
𤬇	⿰⿱爫糸瓜
𤬈	⿰侯瓜
𤬊	⿰瓜扁
𤬋	⿰瓜咼
𤬍	⿰䍃瓜
𤬎	⿰瓜帶
𤬏	⿰婁瓜
𤬐	⿱𤇾瓜
𤬒	⿺瓜昷[.] ⿺瓜𥁕[T]
𤬙	⿰瓜楇
𤬛	⿰⿸𧆨皿瓜
𤬜	⿰瓜盧
𤬝	⿰鬳瓜
𤬞	⿰瓜襄
𤬟	⿱⿲⿷!乐.一囟彐⿰火瓜
𤬡	⿰𤐫瓜
𤬦	⿱冖瓦
𤬧	⿱瓦十
𤬨	⿺瓦凡
𤬩	⿱弋瓦
𤬪	⿰土瓦
𤬫	⿺瓦卂
𤬬	⿰火瓦
𤬭	⿰不瓦
𤬮	⿰𢆰瓦
𤬯	⿺瓦今
𤬱	⿰瓦勿
𤬲	⿰瓦内
𤬳	⿱⿰工几瓦
𤬴	⿰㠯瓦
𤬵	⿰氐瓦
𤬶	⿰用瓦
𤬷	⿰出瓦
𤬸	⿰瓦生
𤬹	⿵戊瓦
𤬻	⿺瓦令
𤬼	⿱出瓦
𤬽	⿰⿱宀几瓦
𤬿	⿰圭瓦
𤭀	⿳刀㓁瓦
𤭁	⿰同瓦
𤭂	⿰舟瓦
𤭃	⿰而瓦
𤭄	⿰⿵冂王瓦
𤭅	⿺瓦并
𤭆	⿺瓦同
𤭇	⿰舌瓦
𤭈	⿰兆瓦
𤭉	⿰⿱亡巛瓦
𤭊	⿱江瓦
𤭋	⿰⿴囗干瓦
𤭌	⿰弟瓦
𤭍	⿰瓦㒵
𤭎	⿰武瓦
𤭏	⿰谷瓦
𤭐	⿰每瓦
𤭑	⿰吾瓦
𤭒	⿰⿱丶⿸⿴巳一丶瓦
𤭓	⿰巠瓦
𤭔	⿰車瓦
𤭕	⿰⿱𠫓⿲丿丨𠄌瓦
𤭖	⿺瓦镸
𤭗	⿱耴瓦[T] ⿱𦔮瓦[.]
𤭘	⿲丿臣瓦
𤭙	⿺瓦含
𤭚	⿰瓦告
𤭛	⿰岡瓦
𤭜	⿱𥝢瓦
𤭝	⿰⿱圥土瓦[T] ⿰⿳土八土瓦[.]
𤭟	⿰阜瓦
𤭠	⿱臤瓦
𤭡	⿱取瓦
𤭢	⿰卒瓦
𤭣	⿰其瓦
𤭥	⿱拈瓦
𤭦	⿱其瓦
𤭧	⿰皆瓦
𤭨	⿰⿱左⺼瓦[T] ⿰⿱左冃瓦[.]
𤭩	⿰⿸声厶瓦
𤭪	⿱相瓦
𤭫	⿰革瓦
𤭬	⿱缸瓦
𤭭	⿱保瓦
𤭮	⿰重瓦
𤭯	⿺瓦泉
𤭰	⿱⿰火禾瓦
𤭱	⿰胡瓦
𤭲	⿱䀑瓦
𤭳	⿰𡇟瓦
𤭴	⿰枼瓦
𤭵	⿰瓦音
𤭶	⿰⿱⿹勹⿺𠃊㐅冃瓦[U] ⿰胷瓦[V]
𤭷	⿰瓦俞
𤭸	⿰屏瓦
𤭺	⿰⿱罒正瓦
𤭻	⿰哥瓦
𤭼	⿰𦐇瓦
𤭽	⿰祟瓦
𤭾	⿰⿱西王瓦[U] ⿰⿱覀王瓦[T]
𤭿	⿱⿰耳㕚瓦
𤮀	⿰茲瓦
𤮁	⿰⿱而火瓦
𤮂	⿺瓦唐
𤮃	⿰瓦盎
𤮄	⿰瓦鬲
𤮇	⿰庸瓦
𤮈	⿱軗瓦
𤮉	⿰累瓦
𤮊	⿰康瓦
𤮋	⿰國瓦
𤮌	⿺瓦接
𤮍	⿺瓦專
𤮎	⿰絫瓦
𤮏	⿰黃瓦[T] ⿰黄瓦[.]
𤮐	⿰尊瓦
𤮑	⿺瓦悲
𤮒	⿰瓦屡
𤮓	⿰斯瓦
𤮔	⿰⿱㢴土瓦
𤮕	⿱敝瓦
𤮖	⿰⿷匚⿱厶井瓦[.] ⿰⿷匚⿱厶并瓦[T]
𤮗	⿺瓦路
𤮚	⿰雷瓦
𤮛	⿱𣪠瓦
𤮝	⿰⿸虍角瓦
𤮞	⿺嵬瓦
𤮟	⿰瓦塊
𤮠	⿰瓦蒙
𤮢	⿰廡瓦
𤮣	⿰膚瓦
𤮤	⿰⿱北𥥟央
𤮥	⿺瓦歐
𤮦	⿰曇瓦
𤮧	⿰⿸𧆨皿瓦
𤮨	⿱龍瓦
𤮩	⿰⿳亯从干瓦
𤮬	⿲𦈢⿱爫𦈢瓦
𤮭	⿰毚瓦
𤮮	⿱霝瓦
𤮯	⿰⿱崔臼瓦
𤮰	⿰巂瓦
𤮱	⿰聶瓦
𤮲	⿱雝瓦
𤮳	⿺瓦雚
𤮴	⿰雚瓦
𤮶	⿰⿱⿰𤉘火火瓦
𤮸	⿰⿱霝田瓦[T] ⿰𩆞瓦[.]
𤮺	⿶凵二
𤮻	⿱干甘
𤮼	⿱弋甘
𤮽	⿰甘干
𤮾	⿰兀甘
𤮿	⿰甘兀
𤯀	⿱甘干
𤯁	⿱氏甘
𤯂	⿰甘犬
𤯃	⿱木甘
𤯄	⿰甘氏
𤯅	⿱甘正
𤯆	⿰甘言
𤯇	⿰甘炎
𤯈	⿰甘者
𤯉	⿰甚⿸𠂇⿺𠤎⿱丿丿[.] ⿰甚尨[T]
𤯊	⿰茶甘
𤯋	⿰甘庶
𤯌	⿸麻甘
𤯍	⿸⿸厂⿰⿱丿⿻丨⿱一人⿱丿⿻丨⿱一人⿴⿻凵一一
𤯎	⿸广𬓶
𤯏	⿰⿱甘𡭕⿱甘朩
𤯐	⿰甘閻
𤯑	⿰甚稟
𤯒	⿳殸秂⿱氺甘
𤯓	⿻㞢一
𤯔	⿱一生
𤯕	⿰生女
𤯗	⿱大生
𤯘	⿰生斗
𤯙	⿰生支
𤯚	⿱不生
𤯛	⿰生攵
𤯜	⿰生⿱力力
𤯝	⿱生冃[.] ⿱生月[T]
𤯞	⿱生⿴⿻冂一丶[U] ⿱生⿵⺆丄[T] ⿱生丹[.]
𤯟	⿱生母
𤯠	⿰因生
𤯡	⿰生朿
𤯢	⿱厽生
𤯣	⿱牛𦣻
𤯤	⿰合生
𤯥	⿱如生
𤯦	⿱初生
𤯧	⿱𤯓囧
𤯨	⿰生弄
𤯩	⿰弄生
𤯫	⿰生我
𤯬	⿱生囧
𤯭	⿰並生
𤯮	⿰生虎
𤯯	⿱始生
𤯰	⿰生底
𤯱	⿰奇生
𤯲	⿱降生
𤯳	⿺⿳丙⺊夂生[T] ⿺㪅生[.]
𤯵	⿱𤇾生
𤯶	⿰⿱𭁈╪生
𤯷	⿰舜生
𤯸	⿰生筋
𤯹	⿰⿱𢆉豕生
𤯻	⿰生蒙
𤯼	⿺𫎇生
𤯽	⿱弗𤯳
𤯾	⿰⿳𫇦一豕生
𤯿	⿰底産
𤰀	⿰䑞𤯓
𤰁	⿰舉生
𤰂	⿰生襄
𤰄	⿱刀用
𤰅	⿱夂用
𤰆	⿲丿⿱上╪丨[T] ⿲丿⿱上╪亅[.]
𤰈	⿱卝⿹勹用
𤰊	⿱要用
𤰋	⿱由庸
𤰌	⿱用⿰用用
𤰍	⿰⿱龷㡀甫
𤰐	⿰⿱⿲丶〢丿爾甫
𤰑	⿳𠫓口⿲⺼⿱龷用⿹㇈㐅
𤰒	{𤰒}⿱亼⿻丨⿶凵丷[.] ⿻个⿴囗丷[U]
𤰓	⿰一田
𤰔	{:-1}⿻丨⿱一日
𤰕	⿰田巜
𤰖	⿰田又
𤰗	⿱𠂉田
𤰘	⿰田卜
𤰙	⿺九田
𤰚	⿱九田
𤰛	⿱力田
𤰜	⿰田厶
𤰝	⿰田巛
𤰞	⿱田⿶十丨[.] ⿱田⿶十丿[T]
𤰟	⿰田干
𤰠	⿱田干
𤰡	⿱亡田
𤰢	⿰田乞
𤰣	⿱由𬼖[.] ⿳田一匕[T]
𤰤	⿱田于
𤰥	⿰田寸
𤰦	⿰田乇
𤰧	⿱夕田
𤰨	⿰田尸
𤰩	⿰田予
𤰪	⿰田分
𤰫	⿱㞢田
𤰬	⿰田少
𤰭	⿹戈田
𤰮	⿰田夬
𤰯	⿳田儿又[T] ⿳田八又[.]
𤰰	⿱由爪
𤰱	⿳一⿲丨田丨一
𤰲	⿱甶爪
𤰳	⿱一奋
𤰴	⿳{:-1}⿻丨日一⿷匚一
𤰵	⿳田一⿺㇄人[T] ⿳田一⿺𠃊人[.]
𤰶	⿻丨昌
𤰷	⿰申巴
𤰸	⿱𠫓田
𤰹	⿰田火
𤰺	⿱不田
𤰻	⿱龷田
𤰼	⿰田牛
𤰽	⿰田片
𤰾	⿰田月
𤰿	⿰田勿
𤱀	⿱田父
𤱁	⿰由夫
𤱂	⿰田云
𤱃	⿰田木
𤱄	⿰田水
𤱅	⿰田内
𤱆	⿰田𠕀
𤱇	⿱父田
𤱈	⿰亩卜
𤱉	⿰由夬
𤱊	⿱厸田
𤱋	⿰甲冄
𤱌	⿰田且
𤱍	⿰田皮
𤱎	⿰田幼
𤱏	⿰田尓
𤱐	⿰田疋
𤱑	⿻十⿰田乆
𤱒	⿱圥田[T] ⿳土八田[.]
𤱓	⿱申申
𤱔	⿰亩么
𤱕	⿰田民
𤱖	⿱甶⿰⿺𠄌丨㇈
𤱗	⿱田立
𤱘	⿰男乞
𤱙	⿰田本
𤱚	⿱⿰!卬彐田
𤱛	⿰田禾
𤱜	⿱丿𣐭
𤱝	⿰田仝
𤱞	⿰田冬
𤱟	⿰田出
𤱠	⿰田召
𤱡	⿰⿱龴田也
𤱢	⿰甲代
𤱣	⿰冉甲
𤱤	⿰由宁
𤱥	⿰田臣
𤱦	⿰⿴口⿻丨一⿱⿻人⿰丶丿⿰丿乚
𤱧	⿰田朵
𤱨	⿰田共
𤱩	⿰田兆
𤱪	⿳𦘒一田
𤱫	⿱由⿰⿷!乐.一人[.] ⿱由⿰⿷!卬一人[U] ⿱由⿰𬼖人[T]
𤱬	⿰田旬
𤱭	⿱𣁁田[.,U] ⿳入文田[T]
𤱮	{𤱮}⿳甶丿𧘇[T] ⿳甶丿⿸!卬⿺乀丿[U]
𤱯	⿰田危
𤱰	⿰田𠂢
𤱱	⿹𢦏田
𤱲	⿱田地
𤱳	⿰田光
𤱴	⿰田⿱乍一
𤱵	⿱龹田
𤱶	⿰亩犬
𤱷	⿰田劦
𤱸	⿰⿱厶水田
𤱹	⿰⿱𡿧田丁
𤱺	⿱共田
𤱻	⿰田𦣞
𤱼	⿰田辰
𤱽	⿰甾夫
𤱾	⿰甾夬
𤱿	⿳十冖畀
𤲀	⿱⿰由由丂
𤲁	⿰田⿳厶八山
𤲂	⿰界下
𤲃	⿱田⿻丨⿱⿻凵二一[T] ⿻甲⿱⿻凵二一[U]
𤲄	⿱甶乑
𤲅	⿱共电
𤲆	⿱田辰
𤲇	⿳一吕田
𤲈	⿱田免
𤲉	⿳田大日
𤲊	⿱田足
𤲋	⿳田儿⿱厶夊[T] ⿳田八⿱厶夂[.]
𤲌	⿰弄田
𤲎	⿰田⿱丿夵
𤲏	⿰田究
𤲐	⿳田龷⿰𠄌⿺乀丿
𤲑	⿰甾宁
𤲒	⿰田并[.] ⿰田幷[T]
𤲓	⿰田來
𤲔	⿰田侍
𤲕	⿰田侖
𤲗	⿱臤田
𤲘	⿰田長
𤲙	⿱厶𡙂
𤲚	⿰田東
𤲛	⿱𠫯田
𤲜	⿱田幸
𤲝	⿱來田
𤲞	⿱⿻𠆤⿱丷𠆣田[U] ⿱人畨[H]
𤲟	⿰田青
𤲠	⿰田卒
𤲡	⿳田𠮛𧘇
𤲢	⿱亞田
𤲣	⿰⿶凵╪疌[T] ⿰由疌[.]
𤲤	⿰田卓
𤲥	⿻申⿳冖ㄇ冃
𤲦	⿰田畁
𤲧	⿰田牧
𤲨	⿰田卷
𤲩	⿰田炎
𤲪	⿰田夌
𤲫	⿰田爰
𤲬	⿰田耎
𤲭	⿰田𣐬
𤲮	⿰田𢏚
𤲯	⿳⿻𦘒⿰二二田一
𤲱	⿺⿱艹⿻𠆣凵田
𤲳	⿱田禺
𤲴	⿲田水田
𤲵	⿰田待
𤲶	⿰男男
𤲷	⿱⿻十𠈌田
𤲸	⿱茲田
𤲹	⿰田弱
𤲺	⿰田奚
𤲼	⿰畏曳
𤲽	⿰⿳右一田𠃙
𤲾	⿰亞亩
𤲿	⿳𦘒一𤰱
𤳀	⿹⿶戈𢆶田
𤳁	⿰田乘
𤳂	⿱田秝
𤳃	⿰由奚
𤳄	⿰由罢
𤳅	⿱甲⿰甲甲
𤳆	⿰男來
𤳇	⿰來男
𤳈	⿰田𬀷
𤳉	⿰田⿱廿⿻人𠮡
𤳊	⿰甾并[.] ⿰甾幷[T]
𤳌	⿰田庶
𤳍	⿱畕⿻匸日[U] ⿻⿳畕一乚日[T]
𤳎	⿰田責
𤳏	⿱畾一
𤳐	⿰由庶
𤳑	⿰田㕘
𤳒	⿰田叅
𤳓	⿱列異
𤳔	⿰舟𤱵
𤳕	⿱粥田
𤳖	⿰番去
𤳗	⿰去番
𤳘	⿰申登
𤳙	⿰田菀
𤳛	⿱去番
𤳜	⿰田𦓔
𤳝	⿱田⿰禾利
𤳞	⿰𤔔田
𤳟	⿰田雲
𤳠	⿱⿰田⿱⺊日旬
𤳢	⿰男貢
𤳣	⿰田⿻甲⿳一卄二
𤳤	⿰甾奚
𤳥	⿱畕林
𤳦	⿱畾大
𤳧	⿰呂異
𤳩	⿰⿴口⿻丨一⿳⿻人⿰丶丿⿻人⿰丶丿⿰⿴⿰丿㇇丶⿻丨⿱一𠃊
𤳪	⿱厭田[T,U] ⿸厭田[.]
𤳫	⿰甾屏[.] ⿰甾屛[T]
𤳬	⿰田⿱隹冏
𤳭	⿰畕⿱龶夗
𤳯	⿰甾庶
𤳱	⿰田廣
𤳲	⿰甾𢈻
𤳳	⿰畕畕
𤳴	⿰𪽍𪽍
𤳵	⿰⿱甲甲⿱甲甲
𤳶	⿰田𢀩
𤳷	⿰罷由
𤳸	⿰由罷
𤳹	⿳⿰田田一⿰田田
𤳺	⿰番复
𤳻	⿰畕累
𤳼	⿰⿳厶大田庶
𤳽	⿰田龍
𤳾	⿰⿱丅耳畺
𤳿	⿰⿳爫コ𠕁畨
𤴀	⿰畕堯
𤴁	⿳畾宀彑[T,V] ⿱畾宐[.]
𤴂	⿱畧䖵
𤴃	⿰田燾
𤴄	⿳⿰田田大⿰田田
𤴅	⿰甾盧
𤴆	⿰田籌
𤴇	⿳⿰田田合⿰田田
𤴈	⿰田纍
𤴉	⿰⿳畾冖且⿱冖丁
𤴊	⿳⿰田田缶⿰田田
𤴋	⿰⿳爫コ⿱⿻厶冖寸⿱東田[T] ⿰⿳爫コ⿳冖厶寸⿱東田[.] ⿰⿳爫コ⿳宀厶寸⿱東田[U]
𤴌	⿳⿰田田辰⿰田田
𤴍	⿰⿳畾冖且宁
𤴎	⿰⿳爫コ⿱𠕁寸⿱東田
𤴏	⿰異羅
𤴐	⿰⿳田回田⿳田回田
𤴑	⿱𤳳雷
𤴒	⿰⿳田⿵ㄇ巳田⿳田鳥田
𤴓	⿱一龰
𤴔	⿱乛止
𤴕	⿱一疋[.] ⿱一𤴓[U]
𤴖	⿱𠫔疋
𤴗	⿱屮⿺人⿸肀一
𤴘	⿱入⿺人⿸肀一
𤴙	⿰囪疋[T] ⿰囱疋[.]
𤴛	⿱叀龰
𤴜	⿰𣐌木
𤴝	⿱叀疋[T] ⿳⿻丨𣄼⿰㇀丶疋[.]
𤴞	⿳士罒⿱厶龰
